Title,Location,Model ,KM,Fuel Type,CC,Specs,Price
Honda City 2021 Aspire Prosmatec 1.5 i-VTEC for Sale,Lahore,2021,"45,500",Petrol,1500,Automatic,46.5lacs
Suzuki Sx4 1991 for Sale,Jaranwala,1991,200,Diesel,3500,Manual,46lacs
Haval Jolion 2024 HEV for Sale,Islamabad,2024,"1,848",Hybrid,1500,Automatic,1.05crore
Toyota Corolla 1981 for Sale,Islamabad,1981,1,Diesel,2000,Manual,3.95lacs
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Rawalpindi,2015,"126,000",Petrol,1600,Automatic,38.75lacs
Suzuki Cultus 2007 VXR for Sale,Karachi,2007,"100,000",Petrol,1000,Manual,8.35lacs
Suzuki Alto 2024 VXR for Sale,Sialkot,2024,"18,328",Petrol,660,Manual,26.25lacs
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Islamabad,2022,"9,000",Petrol,1800,Automatic,71lacs
Suzuki Every 11th Generation (JDM) 2010 Join Turbo for Sale,Phalia,2010,"168,000",Petrol,660,Automatic,15.4lacs
Honda City 5th (GM2) Generation 2017 Aspire 1.3 i-VTEC for Sale,Chiniot,2017,"163,000",Petrol,1300,Manual,34lacs
Toyota Corolla 9th (E120) Generation 2007 2.0D Saloon for Sale,Islamabad,2007,"280,000",Diesel,2000,Manual,15.8lacs
Suzuki Mehran 2016 VXR Euro II for Sale,Kallar,2016,"150,000",Petrol,796,Manual,11.8lacs
Honda Civic 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2009,"116,000",Petrol,1800,Automatic,27.5lacs
Suzuki Cultus 2016 Limited Edition for Sale,Tando,2016,"90,000",Petrol,1000,Manual,15.7lacs
Honda Civic 2006 MX (Hybrid) for Sale,Islamabad,2006,"266,000",Hybrid,1300,Automatic,30lacs
Honda City 2016 1.3 i-VTEC for Sale,Islamabad,2016,"117,000",Petrol,1300,Manual,31.8lacs
Honda Accord 2005 for Sale,Mardan,2005,"30,000",CNG,100,Manual,14lacs
Suzuki Mehran 2012 VX for Sale,Lahore,2012,"10,000",Petrol,800,Manual,7.3lacs
Honda City 2006 i-DSI for Sale,Lahore,2006,"186,000",Petrol,1300,Manual,16.65lacs
Toyota Prius 2006 G 1.5 for Sale,Islamabad,2006,"47,000",Hybrid,1500,Automatic,34lacs
Toyota Corolla 2020 Hybrid WxB for Sale 9.9/10,Peshawar,2020,"182,058",Hybrid,1800,Automatic,85.5lacs
Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.5 i-VTEC for Sale,Sukkur,2015,"85,000",Petrol,1500,Automatic,31.5lacs
Daihatsu Mira 2021 X SA lll for Sale,Karachi,2021,"23,133",Petrol,660,Automatic,
Honda Civic 11th Generation 2024 RS for Sale,Karachi,2024,"15,500",Petrol,1500,Automatic,
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Karachi,2019,"44,300",Petrol,1800,Automatic,
Toyota Fortuner 2022 2.8 Sigma 4 for Sale,Karachi,2022,"18,000",Diesel,2800,Automatic,
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Karachi,2021,"40,300",Petrol,1800,Automatic,
Honda Civic 11th Generation 2024 RS for Sale,Karachi,2024,"3,700",Petrol,1500,Automatic,
Daihatsu Mira 2021 L for Sale,Karachi,2021,"10,300",Petrol,660,Automatic,
Toyota C-HR 2019 G-LED for Sale,Karachi,2019,"39,400",Hybrid,1800,Automatic,
Toyota Hilux 2016 Revo V Automatic 3.0 for Sale,Karachi,2016,"84,000",Diesel,2800,Automatic,
Suzuki Hustler 2015 X for Sale,Lahore,2015,"88,000",Petrol,660,Automatic,27lacs
Suzuki Cultus 2018 VXR for Sale,Islamabad,2018,"74,000",Petrol,1000,Manual,27lacs
Suzuki Every 2020 Join for Sale,Karachi,2020,"77,000",Petrol,660,Automatic,28.5lacs
Toyota Vitz 2007 F 1.0 for Sale,Rawalpindi,2007,"100,000",Petrol,1000,Automatic,19.5lacs
MG 4 2024 Excite for Sale,Islamabad,2024,"3,600",Electric,51.0,Automatic,94lacs
Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2017,"70,000",Petrol,1800,Automatic,48.5lacs
Toyota Corolla Axio 2015 Hybrid 1.5 for Sale,Lahore,2015,"110,000",Hybrid,1500,Automatic,59.5lacs
Suzuki Bolan 2007 VX for Sale,Islamabad,2007,"577,000",Petrol,800,Manual,9.8lacs
Mitsubishi Pajero 1999 Exceed 2.8D for Sale,Islamabad,1999,"281,821",Diesel,2800,Manual,24.5lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Lahore,2017,"74,000",Petrol,800,Manual,10.8lacs
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,Islamabad,2018,"100,000",Petrol,1300,Automatic,35lacs
Toyota Town Ace 2012 1.5 DX for Sale,Islamabad,2012,"328,669",Petrol,1500,Manual,29.75lacs
Suzuki Alto 2022 VXR for Sale,Lahore,2022,"41,100",Petrol,660,Manual,24.75lacs
Suzuki Alto 2021 VXR for Sale,Bahawalpur,2021,"64,000",Petrol,660,Manual,23.5lacs
Honda N Wgn 2022 for Sale,Lahore,2022,"7,900",Petrol,660,Automatic,36.75lacs
Suzuki Cultus 2016 Limited Edition for Sale,Islamabad,2016,"75,000",Petrol,1000,Manual,20.75lacs
Toyota Vitz 1999 FL 1.0 for Sale,Swabi,1999,"56,000",Petrol,1000,Automatic,16lacs
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2013,"92,227",Petrol,1800,Automatic,43lacs
Toyota Hilux 2012 Invincible for Sale,Karachi,2012,"85,000",Diesel,3000,Automatic,67lacs
Honda Civic 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2014,"99,000",Petrol,1800,Automatic,43.5lacs
Toyota Hilux 2013 Vigo Champ G for Sale,Islamabad,2013,"129,000",Diesel,2500,Automatic,64.8lacs
Suzuki Wagon R 2023 VXL for Sale,Lahore,2023,"40,000",Petrol,1000,Manual,30.9lacs
Suzuki Cultus 2018 VXR for Sale,Rawalpindi,2018,"80,200",Petrol,1000,Manual,24.5lacs
Honda Civic 2022 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2022,"26,000",Petrol,1800,Automatic,71.5lacs
Daihatsu Mira 2014 L for Sale,Lahore,2014,"92,000",Petrol,660,Automatic,22.75lacs
Daihatsu Mira 2018 for Sale,Peshawar,2018,"115,000",Petrol,660,Automatic,34lacs
Toyota Surf 2002 SSR-G 3.0D for Sale,Islamabad,2002,"157,442",Diesel,3000,Automatic,70lacs
Daihatsu Atrai Wagon 2019 for Sale,Karachi,2019,"107,000",Petrol,6603,Automatic,28lacs
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Lahore,2016,"108,000",Petrol,1300,Manual,34lacs
Changan Oshan X7 2023 FutureSense for Sale,Lahore,2023,"11,000",Petrol,1500,Automatic,81.5lacs
Toyota Land Cruiser 2023 ZX Gasoline 3.5L for Sale,Karachi,2023,850,Petrol,3500,Automatic,
Toyota Vitz 2007 F 1.3 for Sale,Lakki,2007,"136,000",Petrol,1300,Automatic,23lacs
Honda City 2023 1.5L ASPIRE M/T for Sale,Islamabad,2023,"15,000",Petrol,1500,Manual,47lacs
Toyota Raize 2020 Z for Sale,Rawalpindi,2020,"59,000",Petrol,1000,Automatic,59.75lacs
Toyota Prius 2013 S LED Edition 1.8 for Sale,Lahore,2013,"112,000",Hybrid,1800,Automatic,45lacs
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale 9.9/10,Lahore,2022,"10,923",Petrol,1600,Automatic,69lacs
Subaru Brz 2014 Premium for Sale,Islamabad,2014,"35,000",Petrol,2000,Automatic,1.5crore
Toyota Raize 2019 Z for Sale,Rawalpindi,2019,"82,000",Petrol,1000,Automatic,58.5lacs
Suzuki Wagon R 2020 VXL for Sale,Wah,2020,"72,000",Petrol,1000,Manual,24.4lacs
Suzuki Mehran 2008 VXR for Sale,Lahore,2008,"64,000",Petrol,800,Manual,6.5lacs
Hyundai Elantra 2024 GLS for Sale,Lahore,2024,"12,753",Petrol,2000,Automatic,69lacs
Suzuki Alto 2024 VXL AGS for Sale,Burewala,2024,"8,500",Petrol,660,Automatic,30.75lacs
Honda City 2006 i-DSI for Sale,Muzaffar,2006,"163,254",Petrol,1300,Manual,11.45lacs
Suzuki Cultus 2016 Limited Edition for Sale,Karachi,2016,"869,540",Petrol,1000,Manual,16.8lacs
Honda Civic 2016 Turbo 1.5 VTEC CVT for Sale,Karachi,2016,"69,500",Petrol,1500,Automatic,43.5lacs
Suzuki Swift 2015 DLX Automatic 1.3 for Sale,Peshawar,2015,"70,000",Petrol,1300,Automatic,25lacs
Toyota Corolla 1994 SE Limited for Sale,Nowshera,1994,"164,000",Petrol,1500,Automatic,14.2lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Rawalpindi,2017,"48,000",Petrol,800,Manual,15.3lacs
Suzuki Wagon R 2021 Smile Hybrid G for Sale,Swabi,2021,"7,000",Hybrid,660,Automatic,35.5lacs
Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale 7.7/10,Islamabad,2017,"177,711",Petrol,1800,Automatic,47lacs
Honda City 2003 EXi for Sale,Islamabad,2003,"250,000",Petrol,1300,Manual,12.5lacs
Toyota Land Cruiser 2013 ZX for Sale,Gujranwala,2013,"186,979",Petrol,4600,Automatic,2.8crore
Suzuki Alto 2021 VXR for Sale,Khushab,2021,"41,500",Petrol,660,Manual,24.5lacs
Suzuki Mehran 2007 VXR for Sale,Lahore,2007,"82,000",Petrol,800,Manual,7.65lacs
Honda Vezel 2019 Hybrid Z for Sale,Lahore,2019,"28,514",Hybrid,1500,Automatic,78.5lacs
MG HS 2020 1.5 Turbo for Sale,Lahore,2020,"33,000",Petrol,1500,Automatic,63.5lacs
Toyota Corolla 2012 GLi Limited Edition 1.3 VVTi for Sale,Swabi,2012,"152,000",Petrol,1300,Manual,29.5lacs
Mitsubishi Lancer 2004 GLX Automatic 1.6 for Sale,Rawalpindi,2004,"147,531",Petrol,1600,Automatic,17.9lacs
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,Lahore,2018,"50,200",Petrol,1500,Automatic,38.5lacs
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Karachi,2018,"58,000",Petrol,1300,Automatic,39.5lacs
Honda CR-Z Sports Hybrid 2011 Base Grade (Metallic Color) for Sale,Lahore,2011,"100,000",Hybrid,1500,Automatic,30lacs
Suzuki Mehran 2016 VXR Euro II for Sale,Islamabad,2016,"88,000",Petrol,796,Manual,12.55lacs
Honda Vezel 2016 Hybrid Z Honda Sensing for Sale,Karachi,2016,"52,000",Petrol,1500,Automatic,56lacs
Suzuki Jimny 2020 Turbo for Sale,Lahore,2020,"7,354",Petrol,660,Automatic,49.5lacs
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2018,"70,000",Petrol,1800,Automatic,53.5lacs
Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale 8.3/10,Islamabad,2020,"71,800",Petrol,1800,Automatic,60lacs
Toyota Yaris Hatchback 2021 for Sale,Lahore,2021,"82,000",Petrol,1000,Automatic,48.5lacs
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Lahore,2018,"75,000",Petrol,1600,Automatic,45lacs
Suzuki Cultus 2022 Auto Gear Shift for Sale,Karachi,2022,"34,000",Petrol,1000,Automatic,34.5lacs
Suzuki Swift 2010 DLX 1.3 for Sale,Islamabad,2010,"103,000",Petrol,1300,Manual,19.5lacs
Toyota Yaris 2021 ATIV X CVT 1.5 Beige Interior for Sale,Karachi,2021,"38,000",Petrol,1500,Automatic,40.5lacs
Nissan Dayz 2022 for Sale,Lahore,2022,"29,758",Hybrid,660,Automatic,35.75lacs
Nissan Dayz 2022 X for Sale,Lahore,2022,"38,992",Petrol,660,Automatic,38.75lacs
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,Islamabad,2019,"71,000",Petrol,1300,Manual,35.75lacs
Nissan Dayz 2023 Highway Star X for Sale,Lahore,2023,"4,130",Petrol,660,Automatic,42.5lacs
Suzuki Mehran 2001 VX for Sale,Karachi,2001,"66,701",Petrol,800,Manual,5lacs
Suzuki Swift 2012 DX 1.3 for Sale,Islamabad,2012,"70,000",Petrol,1300,Manual,18.95lacs
Suzuki Mehran 2010 VXR (CNG) for Sale,Islamabad,2010,"62,000",Petrol,800,Manual,8.75lacs
Toyota Vitz 2003 for Sale,Lahore,2003,"190,000",Petrol,1000,Manual,23.5lacs
Suzuki Wagon R 2017 VXR for Sale,Karachi,2017,"12,345",Petrol,1000,Manual,21lacs
Honda Civic 2001 VTi Oriel Prosmatec 1.6 for Sale 1.9/10,Lahore,2001,"326,113",Petrol,1600,Automatic,13lacs
Toyota Vitz 2005 U 1.0 for Sale,Khanewal,2005,"105,000",Petrol,1000,Automatic,19lacs
Suzuki Cultus 2007 VXR (CNG) for Sale,Mardan,2007,101,Petrol,1000,Manual,8.8lacs
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2018,"39,000",Petrol,1800,Automatic,55lacs
Honda Civic 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2013,"139,000",Petrol,1800,Automatic,32.25lacs
Suzuki Mehran 2013 VX Euro II Limited Edition for Sale,Lahore,2013,"128,000",Petrol,800,Manual,9.7lacs
Suzuki Every 2024 for Sale,Jhelum,2024,"80,000",Petrol,660,Manual,26.75lacs
Toyota Prius 2014 S My Coorde 1.8 for Sale,Islamabad,2014,"277,000",Hybrid,1800,Automatic,52lacs
Suzuki Mehran 1989 for Sale,Kotli,1989,"123,456",Petrol,800,Manual,4lacs
Suzuki Mehran 1990 VX for Sale,Lahore,1990,"9,999",Petrol,800,Manual,4lacs
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Islamabad,2019,"107,000",Petrol,1300,Automatic,43.8lacs
Toyota Raize 2020 XS for Sale,Lahore,2020,"4,000",Petrol,1000,Automatic,60.5lacs
Toyota Hilux 2011 for Sale,Peshawar,2011,"200,000",Diesel,3000,Automatic,65lacs
Suzuki Khyber 1988 for Sale,Rawalpindi,1988,"123,456",Petrol,1000,Manual,3.7lacs
Honda BR-V 2021 for Sale,Faisalabad,2021,"76,000",Petrol,1500,Automatic,35lacs
Honda Civic 2016 Turbo 1.5 VTEC CVT for Sale,Karachi,2016,"133,000",Petrol,1500,Automatic,49lacs
Suzuki FX 1987 for Sale,Faisalabad,1987,"99,999",Petrol,800,Manual,3.5lacs
Suzuki Margalla 1990 for Sale,Mardan,1990,"123,456",CNG,1000,Manual,3.5lacs
Honda Civic 2017 1.8 i-VTEC CVT for Sale,Lahore,2017,"200,000",Petrol,1800,Automatic,44.5lacs
Suzuki Alto 2015 TURBO RS for Sale,Islamabad,2015,"110,000",Petrol,660,Automatic,27.25lacs
Toyota Fortuner 2019 2.7 VVTi for Sale 9.2/10,Karachi,2019,"34,493",Petrol,2700,Automatic,1.28crore
Mazda RX8 2006 Type S for Sale,Karachi,2006,"44,000",Petrol,1300,Manual,35lacs
Toyota Corolla 2014 Altis Grande CVT-i 1.8 for Sale,Karachi,2014,"110,000",Petrol,1800,Automatic,38lacs
Toyota Passo 2021 X S for Sale,Karachi,2021,"25,700",Petrol,1000,Automatic,42.75lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2021,"27,000",Petrol,1800,Automatic,65.8lacs
Toyota Passo 2023 X for Sale,Karachi,2023,"13,800",Petrol,1000,Automatic,45lacs
Toyota Corolla 2020 Altis Grande 1.8 for Sale 8.6/10,Faisalabad,2020,"132,873",Petrol,1800,Automatic,58lacs
Toyota Prado 2011 TX L Package 2.7 for Sale,Lahore,2011,"85,000",Petrol,2700,Automatic,1.65crore
Toyota Crown 2008 Royal Saloon G for Sale,Karachi,2008,"138,000",Petrol,3000,Automatic,72.5lacs
Toyota Land Cruiser 2016 ZX for Sale,Karachi,2016,"46,700",Petrol,4600,Automatic,3.7crore
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale 6.7/10,Lahore,2011,"85,894",Petrol,1800,Automatic,27.5lacs
Honda Vezel 2014 Hybrid X for Sale,Karachi,2014,"69,000",Hybrid,1500,Automatic,42.5lacs
Suzuki Mehran 1994 VX for Sale,Lahore,1994,"1,111",Petrol,800,Manual,3lacs
Daihatsu Charade 1982 G10 for Sale,Karachi,1982,"99,999",CNG,1000,Manual,1.85lacs
Suzuki Swift 2011 DX 1.3 for Sale,Okara,2011,"230,000",Petrol,1300,Manual,15.85lacs
Honda Civic 2010 VTi Prosmatec 1.8 i-VTEC for Sale,Lahore,2010,"120,000",Petrol,1800,Automatic,21.9lacs
Suzuki Mehran 2007 VXR for Sale,Gujrat,2007,"150,000",Petrol,800,Manual,6.95lacs
Suzuki Alto 2011 VXR for Sale,Karachi,2011,"91,321",Petrol,1000,Manual,9.85lacs
Suzuki Wagon R 2018 VXL for Sale,Lahore,2018,105,Petrol,1000,Manual,17.85lacs
Hyundai Elantra 2023 GL for Sale,Lahore,2023,"17,000",Petrol,1600,Automatic,59lacs
Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2017,"61,000",Petrol,1800,Automatic,49.5lacs
Suzuki Swift 2022 GLX CVT for Sale,Islamabad,2022,"37,000",Petrol,1200,Automatic,44.2lacs
Hyundai Tucson 2022 AWD A/T Ultimate for Sale,Lahore,2022,"40,000",Petrol,2000,Automatic,76lacs
Suzuki Alto 2011 VXR for Sale,Karachi,2011,"94,000",Petrol,1000,Manual,9.95lacs
Honda Fit 2012 for Sale,Karachi,2012,"105,000",Hybrid,1500,Automatic,26.75lacs
Daihatsu Mira 2012 ES for Sale,Lahore,2012,"96,000",Petrol,660,Automatic,23lacs
Toyota Passo 2007 G 1.0 for Sale,Rawalpindi,2007,"148,000",Petrol,1000,Automatic,18.8lacs
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Rawalpindi,2013,"129,000",Petrol,1300,Manual,34lacs
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Karachi,2018,"71,290",Petrol,1300,Automatic,39.5lacs
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,Faisalabad,2019,"70,000",Petrol,1300,Automatic,37.75lacs
Hyundai Tucson 2022 FWD A/T GLS Sport for Sale,Faisalabad,2022,"37,500",Petrol,2000,Automatic,74.5lacs
Daihatsu Esse 2006 L for Sale,Lahore,2006,"92,000",Petrol,660,Automatic,16.25lacs
Nissan Serena 2020 e-POWER Highway Star for Sale,Gujranwala,2020,"44,895",Hybrid,1200,Automatic,90lacs
Hyundai H-100 2022 for Sale,Lahore,2022,"10,000",Diesel,2600,Manual,39.5lacs
Toyota Passo 2018 for Sale,Karachi,2018,"62,000",Petrol,1000,Automatic,33lacs
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Lahore,2011,"176,000",Petrol,1300,Manual,26.5lacs
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2015,"88,600",Petrol,1800,Automatic,42.4lacs
Toyota Raize 2020 Z for Sale,Islamabad,2020,"97,000",Petrol,1000,Automatic,62.8lacs
Honda Vezel 2018 Hybrid Z for Sale,Lahore,2018,"45,102",Hybrid,1500,Automatic,73.5lacs
Toyota Yaris 2022 ATIV X CVT 1.5 for Sale 9.6/10,Islamabad,2022,"25,221",Petrol,1500,Automatic,49lacs
KIA Sportage 2021 AWD for Sale,Lahore,2021,"65,000",Petrol,2000,Automatic,70.5lacs
Suzuki Cultus 2017 Limited Edition for Sale,Islamabad,2017,"53,512",Petrol,1000,Manual,19.5lacs
Audi e-tron GT 2022 Standard for Sale,Islamabad,2022,"19,000",Electric,93.4,Automatic,3.55crore
Honda City 2006 VTEC Steermatic for Sale,Islamabad,2006,"198,000",Petrol,1500,Automatic,18.9lacs
Hyundai Elantra 2021 GLS for Sale,Karachi,2021,"19,000",Petrol,2000,Automatic,59.75lacs
Suzuki Every 11th Generation (JDM) 2019 Join Turbo for Sale,Rawalpindi,2019,"77,677",Petrol,660,Automatic,29lacs
Suzuki Hustler 2020 G Turbo for Sale,Rawalpindi,2020,"18,000",Petrol,660,Automatic,39.5lacs
Nissan Dayz 2019 Highway Star S hybrid X pro pilot for Sale,Rawalpindi,2019,"43,000",Hybrid,660,Automatic,38lacs
Suzuki Every Wagon 2018 PZ Turbo for Sale,Rawalpindi,2018,"52,000",Petrol,660,Automatic,35.5lacs
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2015,"88,600",Petrol,1800,Automatic,42.4lacs
Toyota Corolla 9th (E120) Generation 2003 2.0D Saloon for Sale,Peshawar,2003,568,Diesel,2000,Manual,13.5lacs
MG HS 2021 1.5 Turbo for Sale,Faisalabad,2021,"39,800",Petrol,1490,Automatic,63lacs
Toyota Fortuner 2020 2.7 VVTi for Sale,Lahore,2020,"28,000",Petrol,2700,Automatic,1.3crore
Toyota Raize 2021 Z for Sale,Karachi,2021,"24,000",Petrol,1000,Automatic,66.5lacs
Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2020,"50,585",Petrol,1800,Automatic,59lacs
KIA Sportage 2020 AWD for Sale 9/10,Karachi,2020,"47,696",Petrol,2000,Automatic,64lacs
Suzuki Cultus 2000 VXR for Sale,Bahawalpur,2000,"100,000",Petrol,1000,Manual,5.2lacs
Toyota Raize 2024 XS for Sale,Karachi,2024,"5,000",Petrol,1000,Automatic,57.5lacs
Daihatsu Cuore 2004 CX Automatic for Sale,Lahore,2004,"190,000",Petrol,800,Automatic,9.5lacs
Suzuki Cultus 2010 VXRi for Sale,Karachi,2010,"78,000",Petrol,1000,Manual,10.4lacs
Mitsubishi Galant 1991 1.6 GLX for Sale,Rawalpindi,1991,"12,345",Petrol,1600,Manual,7.5lacs
Suzuki Mehran 2015 VXR Euro II for Sale,Rawalpindi,2015,"50,000",Petrol,796,Manual,13lacs
Daihatsu Mira 2012 G SA for Sale,Karachi,2012,"82,000",Petrol,660,Automatic,22.5lacs
Honda City 2006 i-DSI for Sale,Sahiwal,2006,"150,000",Petrol,1300,Manual,19.5lacs
Suzuki Cultus 2013 EURO II for Sale,Karachi,2013,"65,000",Petrol,1000,Manual,13.5lacs
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Gujranwala,2022,"20,000",Petrol,1800,Automatic,70lacs
Suzuki Bolan 2019 for Sale,Lahore,2019,"75,000",Petrol,800,Manual,13.5lacs
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Karachi,2017,"88,000",Petrol,1300,Manual,36.5lacs
Honda Civic 2013 VTi Prosmatec 1.8 i-VTEC for Sale,Islamabad,2013,"173,680",Petrol,1800,Automatic,28.5lacs
Honda Civic 2005 EXi for Sale,Lahore,2005,"82,000",Petrol,1500,Manual,18.9lacs
Toyota 86 1986 for Sale,Peshawar,1986,"10,000",Diesel,2400,Manual,2.75lacs
Honda City 2023 1.5L ASPIRE CVT for Sale,Islamabad,2023,"35,000",Petrol,1500,Automatic,51.95lacs
Toyota Raize 2021 Z for Sale,Peshawar,2021,"41,000",Petrol,1000,Automatic,66lacs
Suzuki Alto Lapin 2014 G for Sale,Lahore,2014,"108,000",Petrol,660,Automatic,21.5lacs
Toyota Surf 2006 SSR-G 2.7 for Sale,Islamabad,2006,"124,825",Petrol,2700,Automatic,67lacs
Honda Vezel 2019 X Honda Sensing for Sale,Lahore,2019,"44,000",Petrol,1500,Automatic,78.75lacs
MG HS 2023 Essence for Sale,Lahore,2023,"25,000",Petrol,1500,Automatic,70.25lacs
Daihatsu Tanto 2021 X Turbo for Sale,Islamabad,2021,"16,000",Petrol,660,Automatic,35lacs
Subaru Sambar 2020 for Sale,Karachi,2020,"171,000",Petrol,660,Automatic,26.5lacs
Toyota Prius 2018 S for Sale,Karachi,2018,"71,000",Hybrid,1800,Automatic,71lacs
Honda Vezel 2018 Hybrid Z for Sale,Karachi,2018,"116,000",Hybrid,1500,Automatic,69.25lacs
Prince Pearl 2022 AT for Sale,Karachi,2022,"13,000",Petrol,800,Automatic,12lacs
Mercedes Benz E Class 4th (W212) Generation 2011 E200 for Sale,Lahore,2011,"62,000",Petrol,1800,Automatic,1crore
Daihatsu Mira 2021 X SA lll for Sale,Karachi,2021,"30,000",Petrol,660,Automatic,36.5lacs
Daihatsu Mira 2021 L for Sale,Karachi,2021,"124,500",Petrol,660,Automatic,31lacs
Honda BR-V 2019 i-VTEC S for Sale,Karachi,2019,"78,000",Petrol,1500,Automatic,45lacs
Toyota Corolla 1993 SE Limited for Sale,Rawalpindi,1993,"275,000",Petrol,1500,Automatic,16.8lacs
Toyota Corolla Axio 2006 G for Sale,Swabi,2006,"93,000",Petrol,1500,Automatic,37lacs
Toyota Aqua 2020 S for Sale,Karachi,2020,"86,000",Hybrid,1500,Automatic,61lacs
Toyota Raize 2020 Z for Sale,Karachi,2020,"68,000",Petrol,1000,Automatic,61.5lacs
Suzuki Swift 2011 DX 1.3 for Sale,Lahore,2011,"140,000",Petrol,1300,Manual,16.25lacs
Suzuki Alto 2007 VXR for Sale,Lahore,2007,"200,000",Petrol,1000,Manual,8.5lacs
Honda Civic 2013 VTi 1.8 i-VTEC for Sale,Lahore,2013,"95,000",Petrol,1800,Manual,28.9lacs
Toyota Passo 2009 G F Package for Sale,Rawalpindi,2009,"258,000",Petrol,1000,Automatic,20.25lacs
Suzuki Alto 2005 for Sale,Islamabad,2005,"150,000",Petrol,1000,Manual,7.85lacs
Nissan Dayz 2021 Highway Star S hybrid X pro pilot for Sale 9.4/10,Karachi,2021,"16,447",Hybrid,660,Automatic,39lacs
Suzuki Cultus 2017 Limited Edition for Sale,Islamabad,2017,"70,000",Petrol,1000,Manual,20.8lacs
Toyota Crown 1999 Royal Saloon for Sale,Islamabad,1999,"150,000",Petrol,3000,Automatic,33.5lacs
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel 1.6 for Sale,Islamabad,2005,"124,528",Petrol,1600,Manual,13.95lacs
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Islamabad,2005,"300,000",Petrol,1500,Manual,15.5lacs
Suzuki Alto 2019 VX for Sale 8.9/10,Faisalabad,2019,"36,702",Petrol,660,Manual,20.5lacs
Suzuki Alto 2021 VXL AGS for Sale,Islamabad,2021,"85,000",Petrol,660,Automatic,26lacs
Suzuki Cultus 2001 VX for Sale,Islamabad,2001,"12,345",Petrol,1000,Manual,6.25lacs
Changan Karvaan 2024 Plus 1.2 for Sale,Mirpur,2024,"1,600",Petrol,1200,Manual,34lacs
KIA Classic 2001 LX for Sale,Lahore,2001,"200,000",Petrol,1323,Manual,6.5lacs
Suzuki Alto 2021 VXR for Sale,Karachi,2021,"4,860",Petrol,660,Manual,24.45lacs
Suzuki Mehran 1990 VX for Sale,Hafizabad,1990,"150,000",Petrol,800,Manual,2.8lacs
Toyota Raize 2021 Z for Sale,Karachi,2021,"55,000",Petrol,1000,Automatic,56.5lacs
Suzuki Cultus 2011 VXLi for Sale,Lahore,2011,"82,000",Petrol,1000,Manual,13.8lacs
Toyota Sprinter 2005 for Sale,Layyah,2005,"100,000",LPG,1800,Automatic,16lacs
Daihatsu Boon 2007 1.0 CL for Sale,Karachi,2007,"76,503",Petrol,1000,Automatic,19.75lacs
Suzuki Wagon R 2021 AGS for Sale 9.5/10,Islamabad,2021,"45,739",Petrol,1000,Automatic,29.5lacs
