Title,Location,Model ,KM,Fuel Type,CC,Specs,Price
Toyota C-HR 2019 G-LED for Sale,Lahore,2019,"34,500",Hybrid,1800,Automatic,87.5lacs
Suzuki Alto 2022 VXR for Sale,Lahore,2022,"33,000",Petrol,660,Manual,25.75lacs
Toyota Mark X 2010 250G S Package Relax Selection for Sale,Islamabad,2010,"98,000",Petrol,2500,Automatic,90lacs
Toyota Land Cruiser 6th (J100) Generation 2003 Cygnus for Sale,Islamabad,2003,"100,000",Petrol,4700,Automatic,1crore
Honda Grace Hybrid 6th (GM4) Generation 2015 DX for Sale,Islamabad,2015,"139,000",Hybrid,1500,Automatic,39.75lacs
Toyota Camry 2007 for Sale,Karachi,2007,"100,000",Petrol,2400,Automatic,29.5lacs
Haval H6 2024 2.0T AWD for Sale,Lahore,2024,6,Petrol,2000,Automatic,1.11crore
Toyota Premio 2010 X EX Package 1.8 for Sale,Islamabad,2010,"123,455",Petrol,1800,Automatic,59lacs
Suzuki Swift 2018 DLX Automatic 1.3 Navigation for Sale,Islamabad,2018,"130,000",Petrol,1300,Automatic,28.85lacs
Daihatsu Mira 2021 L for Sale,Gujranwala,2021,"38,000",Petrol,660,Automatic,33.9lacs
Toyota Passo 2023 Moda S for Sale,Lahore,2023,"4,285",Petrol,1000,Automatic,45.9lacs
Toyota Corolla 2018 GLi 1.3 VVTi for Sale,Lahore,2018,"89,000",Petrol,1300,Manual,41lacs
Toyota Corolla 9th (E120) Generation 2004 2.0D for Sale,Talagang,2004,"172,290",Diesel,2000,Manual,14.25lacs
Daihatsu Mira 2014 L for Sale,Karachi,2014,"65,000",Petrol,660,Automatic,23lacs
Hyundai Sonata 2006 for Sale,Rahim,2006,"190,000",Petrol,2400,Manual,30lacs
Nissan AD Van 2006 1.3 GX for Sale,Karachi,2006,"121,000",Petrol,1300,Automatic,13.5lacs
Toyota Corolla 1993 for Sale,Haripur,1993,111,Petrol,1300,Manual,9.9lacs
Toyota Vitz 2001 RS 1.3 for Sale,Swabi,2001,"150,000",Petrol,1300,Automatic,23.5lacs
Suzuki Mehran 2005 VXR for Sale,Islamabad,2005,"50,000",Petrol,800,Manual,7.4lacs
Nissan Clipper 2019 E Aero Version for Sale,Karachi,2019,"195,000",Petrol,660,Automatic,31.75lacs
Suzuki Liana 2006 AXi for Sale,Faisalabad,2006,"96,000",Petrol,1600,Manual,13lacs
Suzuki Jimny Sierra 2019 for Sale,Karachi,2019,"83,000",Petrol,1500,Automatic,91lacs
Toyota Corolla Axio 2016 Hybrid 1.5 for Sale,Lahore,2016,"84,000",Hybrid,1500,Automatic,56.5lacs
Daihatsu Atrai Wagon 2019 CUSTOM TURBO R for Sale,Karachi,2019,"220,000",Petrol,660,Automatic,31.75lacs
Hyundai Santro 2002 Plus for Sale,Sarai,2002,"60,000",Petrol,1000,Manual,7.25lacs
Suzuki Jimny 2020 for Sale,Karachi,2020,"36,000",Petrol,1500,Automatic,1.1crore
Toyota Land Cruiser 2012 ZX for Sale,Karachi,2012,"67,000",Petrol,4600,Automatic,2.77crore
Honda City 2006 i-DSI for Sale,Lahore,2006,"151,825",Petrol,1300,Manual,22.5lacs
Toyota Prado 2001 for Sale,Kotli,2001,"150,000",Diesel,2800,Manual,38lacs
KIA Sportage 2021 AWD for Sale,Karachi,2021,"28,900",Petrol,2000,Automatic,69.8lacs
Toyota Yaris 2020 ATIV MT 1.3 for Sale,Peshawar,2020,"45,000",Petrol,1300,Manual,36lacs
Toyota Corolla 2017 Altis Grande CVT-i 1.8 for Sale,Lahore,2017,"200,000",Petrol,1800,Automatic,43.3lacs
Suzuki Alto 2006 VX (CNG) for Sale,Lahore,2006,"280,000",Petrol,1000,Manual,9.2lacs
Suzuki Cultus 2007 VXR for Sale,Faisalabad,2007,"100,000",Petrol,1000,Manual,10lacs
Hyundai Elantra 2024 GL for Sale,Islamabad,2024,"8,000",Petrol,1600,Automatic,65lacs
Toyota Vitz 2006 F 1.3 for Sale,Peshawar,2006,"13,752",Petrol,1300,Automatic,20.5lacs
Honda City 2016 1.3 i-VTEC for Sale 7.7/10,Rawalpindi,2016,"183,511",Petrol,1300,Manual,30.5lacs
Suzuki Every 2019 PC for Sale,Lahore,2019,"108,204",Petrol,660,Automatic,26.5lacs
Honda N Wgn 2023 G for Sale,Lahore,2023,"8,000",Petrol,660,Automatic,38lacs
Toyota Vitz 2013 Jewela 1.0 for Sale 6.1/10,Rawalpindi,2013,"172,047",Petrol,1000,Automatic,29lacs
Suzuki Wagon R 2023 Stingray Hybrid T for Sale,Lahore,2023,"20,231",Hybrid,660,Automatic,42.95lacs
Haval Jolion 2024 HEV for Sale,Lahore,2024,8,Hybrid,1500,Automatic,96.15lacs
Toyota Prado 2018 TX Limited 2.7 for Sale,Islamabad,2018,"54,000",Petrol,2700,Automatic,
Toyota Corolla 2017 Altis Automatic 1.6 for Sale 8.5/10,Karachi,2017,"63,095",Petrol,1600,Automatic,43lacs
Honda N Wgn 2021 G for Sale,Gujranwala,2021,"17,000",Petrol,660,Automatic,38.75lacs
Haval H6 2024 1.5T for Sale,Lahore,2024,8,Petrol,1500,Automatic,94.13lacs
Toyota Prado 2013 TX Limited 2.7 for Sale 8.8/10,Lahore,2013,"95,198",Petrol,2700,Automatic,1.64crore
Audi A5 2018 1.4 TFSI Sportback for Sale,Lahore,2018,"45,000",Petrol,1400,Automatic,1.47crore
DFSK Glory 580 2021 Pro for Sale,Lahore,2021,"46,000",Petrol,1500,Automatic,47lacs
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,Karachi,2014,"125,000",Petrol,1300,Manual,31lacs
Suzuki Cultus 2010 VXLi for Sale,Faisalabad,2010,"102,000",Petrol,1000,Manual,15lacs
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,Sargodha,2015,"178,000",Petrol,1300,Manual,30lacs
Toyota Corolla 2015 for Sale,Mandi,2015,"159,000",Petrol,1300,Manual,33.5lacs
Honda City 5th (GM2) Generation 2010 for Sale,Lahore,2010,"235,000",Petrol,1300,Automatic,25.5lacs
Suzuki Khyber 1994 GA for Sale,Swabi,1994,2,CNG,1000,Manual,5.5lacs
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,Wazirabad,2018,"98,000",Petrol,1300,Manual,33lacs
Toyota Vitz 2009 U 1.0 for Sale,Quetta,2009,"120,000",Petrol,1000,Automatic,22.6lacs
Suzuki Mehran 2008 VXR for Sale,Islamabad,2008,"60,550",Petrol,800,Manual,10.2lacs
Daihatsu Cuore 2012 CX Eco for Sale,Karachi,2012,"12,345",Petrol,800,Manual,10.5lacs
Toyota Corolla Fielder 2007 X G Edition for Sale,Islamabad,2007,"101,010",Petrol,1500,Automatic,31.45lacs
Toyota Hilux 2021 Revo V Automatic 2.8 for Sale,Lahore,2021,"23,000",Diesel,2800,Automatic,1.23crore
Suzuki Mehran 2010 VX for Sale,Rawalpindi,2010,"83,000",Petrol,800,Manual,9.75lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2021,"21,400",Petrol,1800,Automatic,69.3lacs
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,Faisalabad,2018,"44,000",Petrol,1300,Manual,34.9lacs
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Mirpur,2018,"58,000",Petrol,1800,Automatic,60lacs
Suzuki Alto 2007 VXR (CNG) for Sale,Islamabad,2007,"190,000",CNG,1000,Manual,10.3lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2019,"62,000",Petrol,1800,Automatic,51.75lacs
Honda N Wgn 2023 G Turbo for Sale,Gujranwala,2023,"18,000",Petrol,660,Automatic,39lacs
Suzuki Alto 2011 VXR for Sale,Lahore,2011,"130,000",Petrol,1000,Manual,10.65lacs
Suzuki Cultus 2010 for Sale,Bahawalpur,2010,"99,000",Petrol,1000,Manual,12lacs
Honda Civic 1999 VTi Oriel 1.6 for Sale,Islamabad,1999,"168,000",Petrol,1600,Manual,15.8lacs
Toyota Prius 2013 G Touring Selection 1.8 for Sale,Faisalabad,2013,"136,000",Hybrid,1800,Automatic,41lacs
FAW Carrier 2017 Flatbed for Sale,Karachi,2017,"70,000",Petrol,1000,Manual,9.3lacs
Honda Civic 7th Generation (Facelift) 2004 EXi Prosmatec for Sale,Islamabad,2004,"156,000",Petrol,1500,Automatic,16.99lacs
Toyota Hilux 2022 Revo V Automatic 2.8 for Sale 9.3/10,Lahore,2022,"40,359",Diesel,2800,Automatic,1.27crore
Honda Civic 7th Generation (Facelift) 2006 VTi Oriel Prosmatec 1.6 for Sale,Islamabad,2006,"185,000",Petrol,1600,Manual,20lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Karachi,2017,"65,000",Petrol,796,Manual,11.75lacs
Toyota Corolla 2019 XLi VVTi for Sale,Karachi,2019,"77,000",Petrol,1300,Manual,37.5lacs
Toyota Prius 2011 S LED Edition 1.8 for Sale,Islamabad,2011,"140,000",Hybrid,1800,Automatic,39.99lacs
Suzuki Wagon R 2016 VXL for Sale,Karachi,2016,"61,000",Petrol,1000,Manual,19.25lacs
Suzuki Swift 2013 DLX 1.3 for Sale,Karachi,2013,"165,000",Petrol,1300,Manual,16.4lacs
Toyota Vitz 2006 F 1.0 for Sale,Karachi,2006,"104,000",Petrol,1000,Automatic,19.9lacs
Honda Insight 2010 G for Sale,Karachi,2010,"123,456",Hybrid,1300,Automatic,25lacs
Suzuki Alto 2010 VXR for Sale,Karachi,2010,"123,456",Petrol,1000,Manual,10.5lacs
Suzuki Liana 2008 RXi for Sale,Karachi,2008,"123,456",Petrol,1300,Manual,10.75lacs
Honda Civic 2004 EXi Prosmatec for Sale,Pindi,2004,"168,000",Petrol,1500,Automatic,16.5lacs
Suzuki FX 1987 GA for Sale,Islamabad,1987,123,Petrol,800,Manual,4.25lacs
Toyota Premio 2004 for Sale,Karachi,2004,"110,000",Petrol,1500,Automatic,23lacs
Suzuki Alto 2017 works edition for Sale,Islamabad,2017,"65,000",Petrol,658,Automatic,26.85lacs
Suzuki Alto 2020 VXL AGS for Sale,Karachi,2020,"72,000",Petrol,660,Automatic,23.75lacs
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,Lahore,2012,"137,000",Petrol,1300,Manual,25.9lacs
Honda City 2007 for Sale,Lahore,2007,"156,771",Petrol,1300,Manual,16.5lacs
Toyota Prius 2018 for Sale,Muzaffar,2018,"75,000",Hybrid,1800,Automatic,72lacs
Suzuki Wagon R 2020 Hybrid FX for Sale,Islamabad,2020,"27,500",Hybrid,660,Automatic,39.5lacs
Hyundai Santro 2006 Exec for Sale,Lahore,2006,"1,000",Petrol,1000,Manual,11.25lacs
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,Lahore,2022,"51,000",Petrol,1500,Automatic,47.9lacs
Honda City 6th Generation 2022 1.2L CVT for Sale,Lahore,2022,"40,000",Petrol,1200,Automatic,45lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Narowal,2021,"2,700",Petrol,1800,Automatic,72lacs
Daihatsu Mira 2019 X SA lll for Sale,Lahore,2019,"32,000",Petrol,660,Automatic,30.75lacs
Toyota Prado 2013 TX 2.7 for Sale,Lahore,2013,"120,000",Petrol,2700,Automatic,1.63crore
Toyota Land Cruiser 2009 ZX for Sale,Lahore,2009,"122,000",Petrol,4600,Automatic,2.3crore
Honda City 2016 Aspire Prosmatec 1.3 i-VTEC for Sale,Rawalpindi,2016,"92,000",Petrol,1300,Automatic,35.2lacs
Suzuki Cultus 2005 VXR for Sale,Lahore,2005,"89,000",Petrol,1000,Manual,6.5lacs
Suzuki Alto 2000 VXR for Sale,Quetta,2000,"5,600",Petrol,1000,Automatic,14.5lacs
Toyota C-HR 2017 G-LED for Sale,Lahore,2017,"98,000",Hybrid,1800,Automatic,72lacs
Suzuki Mehran 2009 VX for Sale,Lahore,2009,"70,000",Petrol,800,Manual,6.95lacs
Honda BR-V 2022 i-VTEC S for Sale,Lahore,2022,"16,998",Petrol,1500,Automatic,53.99lacs
Toyota Corolla 2010 GLi 1.3 VVTi for Sale,Lahore,2010,"155,000",Petrol,1300,Manual,23lacs
Honda Freed 2014 for Sale,Peshawar,2014,"91,798",Petrol,1500,Automatic,46lacs
Suzuki Mehran 2013 VX Euro II for Sale,Faisalabad,2013,"53,000",Petrol,800,Manual,9.3lacs
Honda HR-V 2024 VTi-S for Sale,Islamabad,2024,"6,000",Petrol,1500,Automatic,78lacs
Toyota Roomy 2021 XS for Sale,Lahore,2021,"35,000",Petrol,996,Automatic,42lacs
Toyota Yaris Hatchback 2020 for Sale,Karachi,2020,"39,000",Petrol,1000,Automatic,47.75lacs
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale 6.8/10,Karachi,2020,"92,355",Petrol,1300,Automatic,37.5lacs
Suzuki Alto Lapin 2023 for Sale,Lahore,2023,"13,285",Hybrid,660,Automatic,37.5lacs
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,Karachi,2021,"67,598",Petrol,1800,Automatic,58lacs
Suzuki Alto 2022 L Upgrade for Sale,Karachi,2022,"2,900",Petrol,660,Automatic,37lacs
Honda N Box 2014 2Tone Color Style G Turbo Package for Sale 5.2/10,Islamabad,2014,"69,588",Petrol,660,Automatic,28lacs
Toyota C-HR 2019 S-GR Package for Sale,Islamabad,2019,"75,000",Hybrid,1800,Automatic,97.5lacs
Haval H6 2024 HEV for Sale,Lahore,2024,8,Hybrid,1500,Automatic,1.21crore
Toyota Voxy 2018 X for Sale,Lahore,2018,"60,000",Hybrid,2000,Automatic,89lacs
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Islamabad,2022,"43,693",Petrol,1800,Automatic,68.5lacs
Toyota Corolla 2014 GLi Limited Edition 1.3 VVTi for Sale,Rawalpindi,2014,"65,000",Petrol,1300,Manual,38.5lacs
Suzuki Every 2014 for Sale,Karachi,2014,"140,000",Petrol,660,Automatic,19.75lacs
Toyota Mark II 2003 Grande 2.5 for Sale,Karachi,2003,"110,000",Petrol,2500,Automatic,37.5lacs
Honda Civic Reborn 2006 VTi Oriel 1.8 i-VTEC for Sale,Rawalpindi,2006,"200,000",Petrol,1800,Manual,21.5lacs
Suzuki Wagon R 2023 for Sale,Lahore,2023,"2,500",Petrol,660,Manual,30.5lacs
Honda Civic 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Lahore,2007,"133,500",Petrol,1800,Automatic,23.75lacs
Mitsubishi Pajero 1993 Exceed 3.5 for Sale,Layyah,1993,"100,000",Petrol,3500,Automatic,30lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Karachi,2019,"62,000",Petrol,1800,Automatic,56.5lacs
Toyota Corolla 2014 GLi Automatic 1.3 VVTi for Sale,Islamabad,2014,"152,000",Petrol,1300,Automatic,36.5lacs
Suzuki Alto 2019 VXR for Sale,Multan,2019,"82,000",Petrol,660,Manual,21.5lacs
Honda City 6th Generation 2021 1.2L M/T for Sale,Hasilpur,2021,"40,000",Petrol,1200,Manual,40lacs
Toyota Corolla 2009 XLi VVTi for Sale,Pind,2009,"280,000",Petrol,1300,Manual,21.5lacs
Suzuki Swift 2021 DLX Automatic 1.3 Navigation for Sale,Gujranwala,2021,"33,500",Petrol,1300,Automatic,31.5lacs
Daihatsu Cuore 2007 CX for Sale,Lahore,2007,"118,944",Petrol,800,Manual,8.9lacs
Hyundai Santro 2004 Club for Sale,Sohawa,2004,"155,000",Petrol,1000,Manual,8.9lacs
Toyota Yaris 2023 AERO CVT 1.5 for Sale,Burewala,2023,"11,000",Petrol,1500,Automatic,52lacs
Toyota Corolla 2014 Altis Cruisetronic 1.6 for Sale,Sohawa,2014,"107,000",Petrol,1600,Automatic,37lacs
Suzuki Cultus 2004 for Sale,Karachi,2004,"107,000",Petrol,1000,Manual,7lacs
Suzuki Cultus 2015 EURO II for Sale,Multan,2015,"32,000",Petrol,1000,Manual,15.8lacs
Suzuki Cultus 2019 VXR for Sale,Vehari,2019,"70,150",Petrol,1000,Manual,25.6lacs
Suzuki Cultus 2017 Limited Edition for Sale,Gujranwala,2017,"29,589",Petrol,1000,Manual,16.95lacs
Hyundai Santro 2007 Club for Sale,Faisalabad,2007,"175,360",Petrol,1000,Manual,10.7lacs
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,Karachi,2017,"70,000",Petrol,1300,Automatic,33.5lacs
Toyota Hilux 2013 Vigo Champ G for Sale,Lahore,2013,"190,000",Diesel,2500,Automatic,49.5lacs
Suzuki Cultus 2015 Limited Edition for Sale,Karachi,2015,11,Petrol,1000,Manual,15lacs
Daihatsu Mira 2021 L for Sale,Karachi,2021,"6,300",Petrol,660,Automatic,33.5lacs
Toyota Aqua 2021 S for Sale,Lahore,2021,"18,000",Hybrid,1500,Automatic,64lacs
Daihatsu Cast 2022 Style G SA III for Sale,Rawalpindi,2022,"27,000",Petrol,660,Automatic,38lacs
Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2017,"96,000",Petrol,1800,Automatic,44.5lacs
Subaru Stella 2021 G for Sale,Lahore,2021,"37,000",Petrol,660,Automatic,36.75lacs
Suzuki Wagon R 2020 Hybrid FX for Sale,Lahore,2020,"37,000",Hybrid,660,Automatic,35.5lacs
Changan Alsvin 2023 1.5L DCT Lumiere for Sale 9.7/10,Karachi,2023,"12,999",Petrol,1500,Automatic,43lacs
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Sialkot,2021,"30,000",Petrol,1600,Automatic,54lacs
Toyota Sienta 2019 X for Sale,Karachi,2019,"108,000",Hybrid,1500,Automatic,64.25lacs
MG HS 2021 Trophy for Sale,Karachi,2021,"9,200",Petrol,1500,Automatic,65lacs
Suzuki Hustler 2021 HYBRID G for Sale,Lahore,2021,"38,000",Hybrid,660,Automatic,36.8lacs
Daihatsu Rocky 2020 1.0 R TC for Sale,Lahore,2020,"37,000",Petrol,1000,Automatic,56.5lacs
Hyundai Santro 2007 Exec for Sale,Islamabad,2007,"100,000",Petrol,1000,Manual,11.45lacs
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Lahore,2015,"130,000",Petrol,1300,Automatic,37.9lacs
Honda City 2018 1.3 i-VTEC for Sale,Islamabad,2018,"100,000",Petrol,1300,Manual,34.75lacs
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"40,600",Petrol,1600,Automatic,54lacs
Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,Sialkot,2015,"105,000",Petrol,1800,Automatic,41.7lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Faisalabad,2017,"89,000",Petrol,800,Manual,13.99lacs
Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,Islamabad,2015,"69,000",Petrol,1800,Automatic,47.5lacs
Suzuki Wagon R 2022 VXL for Sale,Lahore,2022,"28,400",Petrol,1000,Manual,29.8lacs
Suzuki Alto 2015 F for Sale,Rawalpindi,2015,"80,000",Petrol,660,Automatic,25.8lacs
Honda City 2020 1.3 i-VTEC Prosmatec for Sale,Karachi,2020,"66,000",Petrol,1300,Automatic,36.65lacs
Suzuki Alto 2011 for Sale,D.G.Khan,2011,"12,121",Petrol,660,Automatic,12.6lacs
Toyota Corolla 2012 XLi VVTi for Sale,Rawalpindi,2012,"156,000",Petrol,1300,Manual,27.5lacs
Suzuki Mehran 2018 VX Euro II for Sale,Rawalakot,2018,"55,000",Petrol,796,Manual,16.5lacs
Honda N-Van 2016 for Sale,Gujranwala,2016,"150,000",Petrol,15000,Automatic,18.5lacs
Toyota Corolla Fielder 2006 X Special Edition for Sale,Mardan,2006,"121,000",Petrol,1500,Automatic,41lacs
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2018,"73,000",Petrol,1800,Automatic,54lacs
Toyota Probox 2006 F Extra Package Limited for Sale,Nowshera,2006,"123,456",Petrol,1500,Automatic,21.95lacs
Honda Civic 2007 MXST (Hybrid) for Sale,Islamabad,2007,"80,000",Hybrid,1300,Automatic,21.75lacs
KIA Sportage 2007 for Sale,Rawalpindi,2007,"155,000",Diesel,1800,Automatic,27lacs
Suzuki FX 1987 GA for Sale,Multan,1987,"15,000",Petrol,800,Manual,2.7lacs
Suzuki Wagon R 2019 VXL for Sale,Bahawalpur,2019,"42,000",Petrol,1000,Manual,25.5lacs
Nissan Sakura 2022 X for Sale,Lahore,2022,"7,800",Electric,20.0,Automatic,47.5lacs
Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2020,"48,000",Petrol,1800,Automatic,57lacs
Suzuki Baleno 2004 JXR for Sale,Sahiwal,2004,"100,000",Petrol,1300,Manual,8.5lacs
Suzuki Swift 2022 GL CVT Limited Edition for Sale,Karachi,2022,"34,500",Petrol,1200,Automatic,40.25lacs
Hyundai Elantra 2022 GLS for Sale 9.7/10,Lahore,2022,"36,268",Petrol,2000,Automatic,65.5lacs
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Bhimber,2018,"56,000",Petrol,1600,Automatic,48.5lacs
Mitsubishi Ek Wagon 2021 for Sale 8.8/10,Lahore,2021,"8,921",Petrol,660,Automatic,34lacs
Honda Civic 2001 VTi Oriel Prosmatec 1.6 for Sale 4.4/10,Lahore,2001,"105,960",Petrol,1600,Automatic,13.5lacs
Toyota Aqua 2018 S for Sale 7.9/10,Lahore,2018,"68,215",Hybrid,1500,Automatic,52lacs
Suzuki Alto 2024 VXL AGS for Sale,Lahore,2024,"18,300",Petrol,660,Automatic,30.5lacs
BMW iX 2021 for Sale,Lahore,2021,"15,000",Electric,85.0,Automatic,
Suzuki Cultus 2013 EURO II for Sale 6.1/10,Karachi,2013,"52,414",Petrol,1000,Manual,13.8lacs
DFSK Glory 580 2022 Pro for Sale,Karachi,2022,"14,000",Petrol,1500,Automatic,52.75lacs
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"35,000",Petrol,1598,Automatic,50.9lacs
Nissan Note 2018 1.2E for Sale 7.3/10,Lahore,2018,"89,738",Hybrid,1198,Automatic,40.5lacs
Toyota Prius 2017 E for Sale 8.6/10,Lahore,2017,"131,857",Hybrid,1800,Automatic,68lacs
Mercedes Benz CLS Class 2006 CLS500 for Sale,Karachi,2006,"54,000",Petrol,5000,Automatic,1.25crore
Honda City 2007 i-DSI Vario for Sale,Karachi,2007,"169,000",Petrol,1300,Automatic,19.3lacs
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Khanewal,2005,"92,000",Petrol,1500,Manual,13.45lacs
Honda Civic 2004 VTi Prosmatec 1.6 for Sale,Lahore,2004,"175,000",Petrol,1600,Automatic,14.5lacs
Toyota Aqua 2019 G LED Soft Leather Selection for Sale,Islamabad,2019,"100,000",Hybrid,1500,Automatic,54.75lacs
Toyota Raize 2019 Z for Sale,Rawalpindi,2019,"68,000",Petrol,1000,Automatic,59.75lacs
Toyota Yaris Hatchback 2021 for Sale,Lahore,2021,"70,420",Petrol,1000,Automatic,42lacs
Honda Vezel 2019 Hybrid Z Honda Sensing for Sale,Islamabad,2019,"17,000",Hybrid,1500,Automatic,79.75lacs
Daihatsu Move 2021 L SA 3 for Sale,Islamabad,2021,"70,000",Petrol,658,Automatic,35lacs
Mitsubishi Pajero Mini 2007 Limited for Sale,Lahore,2007,"76,000",Petrol,660,Automatic,12.5lacs
Suzuki Vitara 1989 for Sale,Rawalpindi,1989,"200,000",Petrol,1600,Manual,16lacs
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Karachi,2016,"62,000",Petrol,1300,Automatic,37.8lacs
Toyota Corolla 2001 for Sale,Peshawar,2001,"400,000",Petrol,1600,Automatic,10.25lacs
Suzuki Mehran 2016 VX Euro II for Sale,Jhelum,2016,"85,000",Petrol,796,Manual,8.2lacs
Suzuki Wagon R 2021 Hybrid FX for Sale,Islamabad,2021,"35,300",Hybrid,660,Automatic,39lacs
Suzuki Alto 2021 S Package for Sale,Islamabad,2021,"24,700",Petrol,660,Automatic,37.5lacs
Toyota Aqua 2020 G for Sale,Lahore,2020,"97,000",Hybrid,1500,Automatic,56.5lacs
Hyundai Tucson 2022 AWD A/T Ultimate for Sale,Karachi,2022,"21,500",Petrol,2000,Automatic,80lacs
Toyota Sienta 2015 for Sale,Karachi,2015,"110,000",Hybrid,1500,Automatic,42.5lacs
KIA Picanto 2022 1.0 AT for Sale,Sialkot,2022,"6,943",Petrol,1000,Automatic,33.8lacs
Suzuki Every 2019 GA for Sale,Peshawar,2019,"20,900",Petrol,660,Automatic,26lacs
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,Peshawar,2014,"92,000",Petrol,1300,Manual,30.5lacs
Toyota Prius 2013 S LED Edition 1.8 for Sale,Lahore,2013,"110,120",Hybrid,1800,Automatic,44.5lacs
Toyota Hilux 2024 Revo V Automatic 2.8 for Sale,Peshawar,2024,"2,500",Diesel,2800,Automatic,1.57crore
Toyota Corolla 2014 for Sale,Faisalabad,2014,"87,000",Petrol,1800,Automatic,37.5lacs
Honda City 2014 1.3 i-VTEC for Sale,Karachi,2014,"89,295",Petrol,1300,Manual,24lacs
Toyota Corolla 2019 XLi VVTi for Sale,Karachi,2019,"47,000",Petrol,1300,Manual,37.95lacs
Honda Vezel 2017 Hybrid X Honda Sensing for Sale,Rawalpindi,2017,"60,000",Hybrid,1500,Automatic,67.5lacs
Toyota Raize 2020 Z for Sale,Lahore,2020,"40,500",Petrol,1000,Automatic,55.5lacs
Honda City 2006 VTEC Steermatic for Sale,Lahore,2006,"170,000",Petrol,1500,Automatic,19.35lacs
Honda Civic Reborn 2012 VTi Prosmatec 1.8 i-VTEC for Sale,Lahore,2012,"130,000",Petrol,1800,Automatic,22.8lacs
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Lahore,2015,"96,000",Petrol,1300,Automatic,35.7lacs
Mazda Flair 2018 XG for Sale,Lahore,2018,"94,750",Petrol,660,Automatic,29.5lacs
Toyota Passo 2006 G 1.0 for Sale,Lahore,2006,"140,000",Petrol,1000,Automatic,17.6lacs
Suzuki Wagon R 2014 FX Limited for Sale,Islamabad,2014,"93,000",Petrol,660,Automatic,23.75lacs
Suzuki Alto 2021 VXR for Sale,Lahore,2021,"45,000",Petrol,660,Manual,24.25lacs
Changan Karvaan 2024 Plus 1.2 for Sale,Lahore,2024,1,Petrol,1200,Manual,30.6lacs
Hyundai Santro 2003 Club for Sale,Lahore,2003,"123,450",Petrol,1000,Manual,10.35lacs
Honda Vamos 2011 for Sale,Kahuta,2011,"150,000",Petrol,660,Automatic,12.8lacs
Suzuki Cultus 2014 EURO II for Sale,Haripur,2014,"45,000",Petrol,1000,Manual,14.5lacs
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Sargodha,2023,"14,000",Petrol,1800,Automatic,75.5lacs
Suzuki Alto 2006 GII for Sale,Rawalpindi,2006,"95,000",Petrol,660,Automatic,17.35lacs
Daihatsu Hijet 2013 Deluxe for Sale,Karachi,2013,"119,888",Petrol,660,Automatic,15.9lacs
Suzuki Alto 2022 VXR for Sale,Gujar,2022,"58,000",Petrol,660,Manual,26.5lacs
Suzuki Alto 2012 G4 for Sale,Wah,2012,"241,560",Petrol,660,Automatic,18.5lacs
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,Bahawalpur,2018,"110,000",Petrol,1300,Manual,35lacs
Honda City 2014 1.3 i-VTEC for Sale,Islamabad,2014,"97,300",Petrol,1300,Manual,30.75lacs
Hyundai Tucson 2020 FWD A/T GLS Sport for Sale,Islamabad,2020,"48,000",Petrol,2000,Automatic,69.5lacs
